	FPP	English	Sentiment
7292	ναυμᾰχια	a sea-fight	NULL
7293	ναυπακτος		NULL
7294	ναυπηγια	shipbuilding	NULL
7295	ναυπηγιον	a shipbuilder's-yard, dockyard	NULL
7296	ναυπηγος	a shipwright	NULL
7297	ναυπλια	Nauplia	NULL
7298	ναυπλιευς	a Nauplian	NULL
7299	νηυς	a ship	NULL
7300	ναυσταθμον	a harbour, anchorage, roadstead	NULL
7301	ναυστολημα	anything conveyed by ship	NULL
7302	ναυστολια	a going by sea, naval expedition	NULL
7303	ναυτης	a mate	NULL
7304	ναυτια	seasickness, qualmishness, disgust	NULL
7305	ναυτῐλια	sailing, seamanship	NULL
7306	ναυτῐλος	a seaman, sailor	NULL
7307	ναυφθορια	shipwreck, loss of ships	NULL
7308	νεᾱνιευμα	a youthful	NULL
7309	νεανια	a young man, youth	NULL
7310	νεηνισκος	a youth	NULL
7311	νεηνις	a young woman, girl, maiden	NULL
7312	νεαπολις	a new city	NULL
7313	νεατη	the lowest of the three strings	NULL
7314	νεᾱτος	a ploughing up of fallow land	NULL
7315	νεβρις	a fawnskin	NULL
7316	νεβρος	the young of the deer, a fawn	NULL
7317	νεηλῠς	newly come, a new-comer	NULL
7318	νειαιρη	lower	NULL
7319	νεικεστηρ	one who wrangles with	NULL
7320	νεικη		NULL
7321	νεικος	a quarrel, wrangle, strife	NULL
7322	νειλαιευς	from the Nile	NULL
7323	νειλομετριον	a Nilometer	NULL
7324	νειλος	the Nile	NULL
7325	νειλωις	situate on the Nile	NULL
7326	νειλωτης	in	NULL
7327	νειοκορος		NULL
7328	νειος	land ploughed up anew	NULL
7329	νειοτομευς	one who breaks up a fallow	NULL
7330	νειρα		NULL
7331	νεκας	a heap of slain	NULL
7332	νεκρᾰκᾰδημεια	a school of the dead	NULL
7333	νεκροδοχειον	a cemetery, mausoleum	NULL
7334	νεκροκορινθια	the cinerary urns dug out of the tombs of Corinth	NULL
7335	νεκρομαντειον		NULL
7336	νεκροπολις	city of the dead	NULL
7337	νεκρος	a dead body, corpse	NULL
7338	νεκροσῡλια	robbery of the dead	NULL
7339	νεκροφονος	murderer of the dead	NULL
7340	νεκρων	a burial-place	NULL
7341	νεκρωσις	a state of death, deadness: death	NULL
7342	νεκτᾰρ	nectar	NULL
7343	νεκυια	by which ghosts were called up and questioned	NULL
7344	νεκῠομαντειον	an oracle of the dead	NULL
7345	νεκυς	a dead body, a corpse, corse	NULL
7346	νεμεη	nemus	NULL
7347	νεμεας	Nemean	NULL
7348	νεμεσις	distribution of what is due;	NULL
7349	νεμετωρ	an avenger	NULL
7350	νεμος	a wooded pasture, glade	NULL
7351	νεοδμης	newly tamed	NULL
7352	νεοθηξ		NULL
7353	νεοιη	youthful passion	NULL
7354	νεοκρας	newly mixed	NULL
7355	νεολαια	a band of youths, the youth	NULL
7356	νεοπτολεμος	new-warrior	NULL
7357	νεοπτολις	newly-founded	NULL
7358	νεοσπας	fresh-plucked	NULL
7359	νεοττια	a nest of young birds, a nest	NULL
7360	νεοττιον	a young bird, nestling, chick	NULL
7361	νεοσσις		NULL
7362	νεοττος	a young bird, nestling, chick	NULL
7363	νεοτης	youth	NULL
7364	νεποδες	young ones, children	NULL
7365	νερτεροδρομος	the courier of the dead	NULL
7366	νερτος		NULL
7367	νευμα	a nod	NULL
7368	νευρη	a string	NULL
7369	νευρειη		NULL
7370	νευρη		NULL
7371	νευρον	a sinew, tendon;	NULL
7372	νευρορραφος	one who stitches with sinews, a mender of shoes, cobbler	NULL
7373	νεφεληγερετᾰ	cloud-gatherer, cloud-compeller	NULL
7374	νεφελη	a cloud	NULL
7375	νεφελοκενταυρος	a cloud-centaur	NULL
7376	νεφελοκοκκυγια	Cloud-cuckoo-town	NULL
7377	νεφελοκοκκυγιευς	a Cloud-cuckoo-man	NULL
7378	νεφος	a cloud, mass	NULL
7379	νεφριτις	nephritis, a disease of the kidneys	NULL
7380	νεφρος	the kidneys	NULL
7381	νεωκορια	the office of a	NULL
7382	νεωκορος	the custodian of a temple	NULL
7383	νεωλκος	a ship-hauler	NULL
7384	νεωριον	a place were ships are taken care of, a dockyard	NULL
7385	νεωρις		NULL
7386	νεωρος	superintendent of the dockyard.	NULL
7387	νεως	a temple	NULL
7388	νεωτερισμος	innovation, revolutionary movement	NULL
7389	νεωτεριστης	an innovator	NULL
7390	νεωτεροποιια	innovation, revolution	NULL
7391	νηδυια	the bowels, entrails	NULL
7392	νηδυς	the stomach	NULL
7393	νηιας		NULL
7394	νης	unknowing of, unpractised in	NULL
7395	νηιτης	consisting of ships	NULL
7396	νηλευς		NULL
7397	νηλιποκαιβλεπελαιοι	barefoot and looking after oil	NULL
7398	νηλῐπος	unshod, barefooted	NULL
7399	νηλειτις	guiltless, harmless	NULL
7400	νημ	to spin	NULL
7401	νημερτεια	certainty, truth	NULL
7402	νηνεμιη	stillness in the air, a calm	NULL
7403	νηξις	a swimming	NULL
7404	νηοβατης		NULL
7405	νηπιη	childhood	NULL
7406	νηπῐοτης	childhood, childishness	NULL
7407	νηπῐοφρων	of childish mind, silly	NULL
7408	νηπῠτιος	a little child	NULL
7409	νηρευς	Nereus	NULL
7410	νηρηις	a daughter of Nereus, a Nereid	NULL
7411	νησιδιον	an islet	NULL
7412	νησιον	an islet	NULL
7413	νησις	spinning	NULL
7414	νησῑς	an islet	NULL
7415	νησιτης	of	NULL
7416	νησιωτης	an islander	NULL
7417	νησομᾰχια	an island-fight	NULL
7418	νησος	an island	NULL
7419	νηστεια	a fast	NULL
7420	νηστις	not eating, fasting	NULL
7421	νησυδριον		NULL
7422	νηττα	a duck	NULL
7423	νητταριον	a little duck	NULL
7424	νηφᾰλιευς		NULL
7425	νηφων	sober	NULL
7426	νηψις	soberness	NULL
7427	νιγλᾰρος	a pipe	NULL
7428	νῑκατωρ	a conqueror	NULL
7429	νικημα	victory	NULL
7430	νῑκη	victory in battle	NULL
7431	νῑκηφορια	a conquering, victory	NULL
7432	νικος		NULL
7433	νιπτηρ	a washing vessel, basin	NULL
7434	νιπτρον	water for washing	NULL
7435	νιτρον	carbonate of soda	NULL
7436	νιψ	snow	NULL
7437	νῐφᾰς	a snowflake	NULL
7438	νῐφετος	falling snow, a snowstorm	NULL
7439	νῐφοβλης		NULL
7440	νοημ	that which is perceived, a perception, thought	NULL
7441	νωσις	intelligence, thought	NULL
7442	νοθεια	birth out of wedlock	NULL
7443	νοθοκαλλοσυνη	counterfeit charms	NULL
7444	νοιδιον		NULL
7445	νομαρχης	the chief of an Egyptian province	NULL
7446	νομας	roaming about for pasture	NULL
7447	νομεα		NULL
7448	νομευμα	that which is put to graze	NULL
7449	νομευς	a shepherd, herdsman	NULL
7450	νομη	a pasture, pasturage	NULL
7451	νομῐσις	usage, prescription, custom	NULL
7452	νομισμ	anything sanctioned by usage, a custom, institution	NULL
7453	νομογρᾰφια	written legislation	NULL
7454	νομογραφος	one who draws up laws.	NULL
7455	νομοδεικτης	one who explains laws	NULL
7456	νομοδῐδακτης	a teacher of the law	NULL
7457	νομοθεσια	lawgiving, legislation	NULL
7458	νομοθετημα	a law, ordinance	NULL
7459	νομοθετα	a lawgiver	NULL
7460	νομος	anything assigned, a usage, custom, law, ordinance	NULL
7461	νομος	a feeding-place	NULL
7462	νομοφυλαξ	a guardian of the laws	NULL
7463	νους	mind, perception	NULL
7464	νοσηλεια	care of the sick, nursing	NULL
7465	νοσημα	a sickness, disease, plague	NULL
7466	νοσος	sickness, disease, malady	NULL
7467	νοσοτροφια	care of the sick	NULL
7468	νοστος	a return home	NULL
7469	νοτιη	wet	NULL
7470	νοτις	moisture, wet	NULL
7471	νοτος	the south	NULL
7472	νοττιον		NULL
7473	νουθεσια		NULL
7474	νουθετημα	admonition, warning	NULL
7475	νουθετησις	admonition, warning	NULL
7476	νουμηνια	the new moon, the first of the month	NULL
7477	νουνεχεια	good sense, discretion	NULL
7478	νυγμη	a pricking, puncture	NULL
7479	νυκτερετης	one who rows by night	NULL
7480	νυκτερις	a bat	NULL
7481	νυκτηγορια	a nightly summons	NULL
7482	νυκτῐκλεπτης	thief of the night	NULL
7483	νυκτῐκοραξ	the night-raven	NULL
7484	νυκτοθηρης	a night-hunter	NULL
7485	νυκτομᾰχια	a night- battle	NULL
7486	νυκτοπορια	a night-journey, night-march	NULL
7487	νῠκτοφυλαξ	a night-watcher, warder	NULL
7488	νυκτωον	a temple of Night	NULL
7489	νυμφᾰγωγος	leader of the bride	NULL
7490	νυμφαιον	a temple of the nymphs	NULL
7491	νυμφευμα	marriage, espousal	NULL
7492	νυμφευτης	one who escorts the bride to the bridegroom's house, negotiator of a marriage	NULL
7493	νυμφευτρια	a bride's-maid	NULL
7494	νυμφη	a young wife, bride	NULL
7495	νυμφιος	a bridegroom, one lately married	NULL
7496	νυμφων	the bridechamber	NULL
7497	νυξ	the night-season	NULL
7498	νῠος	a daughter-in-law	NULL
7499	νυσα		NULL
7500	νυσσα	posts	NULL
7501	νυστακτης	one that nods, nodding	NULL
7502	νῠχευμα	a nightly watch	NULL
7503	νυχθημερον	a night and a day	NULL
7504	νωδῠνια	ease from pain	NULL
7505	νωθεια	sluggishness, dulness	NULL
7506	νωροψ	flashing, gleaming	NULL
7507	νωτακμων	with mailed back	NULL
7508	νωτισμα	that which covers the back	NULL
7509	νωτον	the back	NULL
7510	νωχελιη	laziness, sluggishness	NULL
7511	ξανθια	Xanthias	NULL
7512	ξανθοθριξ	yellow-haired	NULL
7513	ξανθοκομης		NULL
7514	ξανθοτης	yellowness	NULL
7515	ξανθοχιτων	with yellow coat	NULL
7516	ξεινηῑον	a host's gift	NULL
7517	ξενᾱγετης	one who takes charge of guests	NULL
7518	ξενᾱγος	a commander of auxiliary	NULL
7519	ξενᾰπᾰτας	one who cheats strangers	NULL
7520	ξενηλᾰσια	expulsion of foreigners, an alien act	NULL
7521	ξενη	a female guest: a foreign woman	NULL
7522	ξενιη	the rights of a guest, hospitality, friendly entertainment	NULL
7523	ξενῐσις	the entertainment of guests	NULL
7524	ξενισμος		NULL
7525	ξενῑτεια	a living abroad	NULL
7526	ξενοδαικτα	one who murders guests	NULL
7527	ξενοδαιτα	one that devours guests	NULL
7528	ξενοδοκος	one who receives strangers, a host	NULL
7529	ξενοδοχια	entertainment of a stranger	NULL
7530	ξενοδωτης	a host	NULL
7531	ξενος	a guest-friend	NULL
7532	ξενοστᾰσις	a lodging for guests	NULL
7533	ξενοσυνη	hospitality	NULL
7534	ξενων	a guest-chamber	NULL
7535	ξενωσις	a being abroad	NULL
7536	ξεσμα		NULL
7537	ξεστ	pint	NULL
7538	ξηρη	dry land	NULL
7539	ξηροτης	dryness	NULL
7540	ξῐφιδιον	a dagger	NULL
7541	ξῐφιστηρ	a sword-belt	NULL
7542	ξιφος	a sword	NULL
7543	ξῐφουλκια	the drawing of a sword	NULL
7544	ξῐφουργος	a sword-cutler	NULL
7545	ξοᾰνον	an image carved	NULL
7546	ξοᾰνουργια	a carving of images	NULL
7547	ξοις	a sculptor's chisel	NULL
7548	ξῠηλη	a tool for scraping wood, a plane	NULL
7549	ξῠληφιον	a piece of wood, a stick	NULL
7550	ξῠλοκοπια	a cudgelling	NULL
7551	ξυλον	wood	NULL
7552	ξῠλουργια	a working of wood, carpentry	NULL
7553	ξῠλοχος	a thicket, copse	NULL
7554	ξῠλωσις	the woodwork of a house, frame-work	NULL
7555	ξυναν	a joint-owner, partner in	NULL
7556	ξυνοδοτηρ	the free, bounteous giver	NULL
7557	ξῡνοφρων	friendly-minded	NULL
7558	ξῠνωρις		NULL
7559	ξῠρον	a rasor	NULL
7560	ξυσμη	scrapings	NULL
7561	ξυστηρ	a graving tool	NULL
7562	ξυστις	a xystis, a robe of fine material, a robe of state	NULL
7563	ξυστον	the polished shaft	NULL
7564	ξυστος	a covered colonnade	NULL
7565	οᾰρισμος		NULL
7566	οᾰριστης	a familiar friend	NULL
7567	οᾰριστυς	familiar converse, fond discourse	NULL
7568	οᾰρος	familiar converse, fond discourse, chat, talk	NULL
7569	οᾰρ	a wife	NULL
7570	οασις		NULL
7571	οβελισκος	a small spit	NULL
7572	οβελος	a spit	NULL
7573	οβολος	an obol	NULL
7574	οβολοστᾰτης	a weigher of obols	NULL
7575	οβολοστᾰτικη	the trade of a petty usurer, usury	NULL
7576	οβρια	the young of animals	NULL
7577	οβρῐμοπατρη	daughter of a mighty sire	NULL
7578	ογδοηκοντατεσσᾰρες	eighty-four	NULL
7579	ογκα		NULL
7580	ογκητης	a brayer	NULL
7581	ογκιον	a case for arrows and other implements	NULL
7582	ογκος	the barb	NULL
7583	ογκος	bulk, size, mass	NULL
7584	ογμος	any straight line, a furrow	NULL
7585	ογχνη	a pear-tree	NULL
7586	οδαγμος		NULL
7587	οδηγος	a guide	NULL
7588	οδισμα	a road-way	NULL
7589	οδιτης	a wayfarer, traveller	NULL
7590	οδοιποριη	a journey, way	NULL
7591	οδοιποριον	provisions for the voyage	NULL
7592	οδοιπορος	a wayfarer, traveller	NULL
7593	οδοποιησις	a making of roads	NULL
7594	οδοποιια	the work of a pioneer	NULL
7595	οδοποιος	one who opens the way, a pioneer	NULL
7596	οδος	a threshold	NULL
7597	οδος	a way, path, track, road, highway	NULL
7598	οδουρος	a conductor, conductress	NULL
7599	οδων		NULL
7600	οδοφυλαξ	a watcher of the roads	NULL
7601	οδῠνη	pain of body	NULL
7602	οδυρμα	a complaint, wailing	NULL
7603	οδυρμος	a complaining, lamentation	NULL
7604	οδυσσεια	the Odyssey	NULL
7605	οδῠσευς		NULL
7606	οδωδη	smell, scent	NULL
7607	οδων		NULL
7608	οζολαι	the Ozolae	NULL
7609	οζος	a bough, branch, twig, shoot	NULL
7610	οθονη	fine linen	NULL
7611	οθονιον	a piece of fine linen	NULL
7612	οθριξ	with like hair	NULL
7613	οθρυς	Othrys	NULL
7614	οιᾱκονομος	a helmsman	NULL
7615	οιᾱκοστροφος		NULL
7616	οιηξ	the handle of the rudder, the tiller	NULL
7617	οιατα	a villager	NULL
7618	οιδημα	a swelling, tumour	NULL
7619	οιδιποδα		NULL
7620	οιδιπου	Oedipus	NULL
7621	οιδμ	a swelling, swell	NULL
7622	οιδος	a swelling, tumour.	NULL
7623	οιζυς	oh!	NULL
7624	οιηιον	a rudder, helm	NULL
7625	οιησις	opinion, an opinion	NULL
7626	οιις	a sheep	NULL
7627	οικειοπρᾱγια	a minding one's own affair	NULL
7628	οικηιοτης	kindred, relationship	NULL
7629	οικειωμα	kindred, relationship	NULL
7630	οικειωσις	a taking as one's own, appropriation	NULL
7631	οικετεια	the household	NULL
7632	οικετης	a house-slave, menial	NULL
7633	οικετις	the mistress of the house	NULL
7634	οικευς	an inmate of one's house	NULL
7635	οικημ	any inhabited place, a dwellingplace	NULL
7636	οικησις	the act of dwelling, habitation	NULL
7637	οικητηριον	a dwelling-place, habitation	NULL
7638	οικητηρ		NULL
7639	οικητης		NULL
7640	οικητωρ	an inhabitant	NULL
7641	οικιη	a building, house, dwelling	NULL
7642	οικῑδιον	a chamber	NULL
7643	οικιον		NULL
7644	οικισις	a peopling, colonisation	NULL
7645	οικισκος	a small room	NULL
7646	οικισμος		NULL
7647	οικιστηρ		NULL
7648	οικιστης	a coloniser, founder of a city	NULL
7649	οικοδεσποτης	the master of the house, the good man of the house	NULL
7650	οικοδομημα	a building, structure	NULL
7651	οικοδομη		NULL
7652	οικοδομησις	the act	NULL
7653	οικοδομια	a building, edifice	NULL
7654	οικοδομος	a builder, an architect	NULL
7655	οικονομια	the management of a household	NULL
7656	οικονομος	one who manages a household	NULL
7657	οικοπεδον	the site of a house	NULL
7658	οικος	a house, abode, dwelling	NULL
7659	οικοτριψ	a slave born and bred in the house	NULL
7660	οικοτυραννος	a domestic tyrant	NULL
7661	οικουμενη	the inhabited world	NULL
7662	οικουργος	a house-steward	NULL
7663	οικουρημα	the watch	NULL
7664	οικουρια	housekeeping, the cares of housekeeping	NULL
7665	οικοφθορια	a squandering one's substance	NULL
