	FPP	English	Sentiment
4644	καταρχαιρεσιαζω	to defeat in an election	NULL
4645	καταρχω	to make beginning of	NULL
4646	κατασβεννῡμι	to put out, quench	NULL
4647	κατασειω	to shake down, throw down	NULL
4648	κατασημαινω	to seal up	NULL
4649	κατασηπω	to make rotten, let rot	NULL
4650	κατασθενεω	to weaken	NULL
4651	κατασθμαινω	to pant and struggle against	NULL
4652	κατασῑγαω	to become silent	NULL
4653	κατασῐκελιζω	to Sicilise	NULL
4654	κατασῐωπαω	to be silent about	NULL
4655	κατασκαπτω	to dig down, destroy utterly, rase to the ground, overthrow	NULL
4656	κατασκεδαννῡμι	to scatter	NULL
4657	κατασκευαζω	to equip	NULL
4658	κατασκεω	to practise much	NULL
4659	κατασκηνοω		NULL
4660	κατασκηνοω	to pitch one's camp	NULL
4661	κατασκηπτω	to rush down	NULL
4662	κατασκῐαζω	to overshadow, cover over	NULL
4663	κατασκοπεω	to view closely, spy out	NULL
4664	κατασκωπτω	to make jokes upon, to jeer	NULL
4665	κατασμῑκριζω	to disparage, depreciate	NULL
4666	κατασμυχω	to burn with a slow fire, burn up	NULL
4667	κατασπᾰρασσω	to tear down, pull to pieces	NULL
4668	κατασπᾰτᾰλαω	to live wantonly, to wanton	NULL
4669	κατασπαω	to draw	NULL
4670	κατασπειρω	to sow thickly	NULL
4671	κατασπενδω	to pour as a drink-offering	NULL
4672	κατασπερχω	to urge on	NULL
4673	κατασπευδω	to press, urge	NULL
4674	κατασποδεω	to throw down in the dust	NULL
4675	κατασταζω	to let fall in drops upon, pour upon, shed over	NULL
4676	καταστᾰσιαζω	to form a counter-party in the state	NULL
4677	καταστεγαζω	to cover over	NULL
4678	καταστειβω	to tread down	NULL
4679	καταστειχω		NULL
4680	καταστελλω	to put in order, arrange	NULL
4681	καταστενω	to sigh over	NULL
4682	καταστεφᾰνοω	to crown	NULL
4683	καταστεφω	to deck with garlands, crown, wreath	NULL
4684	καταστιζω	to cover with punctures.	NULL
4685	καταστιλβω	to be brilliant	NULL
4686	καταστιλβω	to send beaming forth	NULL
4687	καταστονᾰχεω	to bewail	NULL
4688	καταστραπτω	to hurl down lightning	NULL
4689	καταστρᾰτοπεδευω	to put into cantonments, encamp	NULL
4690	καταστρεφω	to turn down, trample on	NULL
4691	καταστρηνιαω	to behave wantonly towards	NULL
4692	καταστῠγεω	to shudder at, abhor, abominate	NULL
4693	καταστυφω	to make sour	NULL
4694	κατασυρω	to pull down, lay waste, ravage	NULL
4695	κατασφαζω	to slaughter, murder	NULL
4696	κατασχημᾰτιζω	to dress up	NULL
4697	κατασχιζω	to cleave asunder, split up	NULL
4698	κατασχολαζω	to pass the time in idleness	NULL
4699	κατασωχω	to rub in pieces, grind down	NULL
4700	κατατασσω	to draw up in order, arrange	NULL
4701	κατατεινω	to stretch	NULL
4702	κατατεμνω	to cut in pieces, cut up	NULL
4703	κατατηκω	to melt away, to make to fall away	NULL
4704	κατατιθημι	to place, put	NULL
4705	κατατῑλαω	to make dirt over	NULL
4706	κατατιτρωσκω	to wound severely	NULL
4707	κατατοκιζω	to beggar by usurious interest	NULL
4708	κατατοξευω	to strike down with arrows, shoot dead	NULL
4709	κατατρωματιζω	to cover with wounds	NULL
4710	κατατρεχω	to run down	NULL
4711	κατατριβω	to rub down	NULL
4712	κατατριζω	to squeak	NULL
4713	κατατρυζω	to chatter against	NULL
4714	κατατρῡχω	to wear out, exhaust	NULL
4715	κατατρυω		NULL
4716	κατατρωγω	to gnaw in pieces, eat up	NULL
4717	κατατυγχανω	to hit one's mark, to be successful	NULL
4718	καταυγεω	to shine upon	NULL
4719	καταυδα	to speak out, speak plainly	NULL
4720	καταυλεω	to play upon the flute to	NULL
4721	καταυχεω	to exult	NULL
4722	καταφαινω	to declare, make known	NULL
4723	καταφαρμᾰκευω	to anoint with drugs	NULL
4724	καταφαρμασσω	to bewitch with drugs	NULL
4725	καταφᾰτιζω	to protest, promise	NULL
4726	καταφαυλιζω	to depreciate	NULL
4727	καταφερω	to bring down	NULL
4728	καταφευγω	to flee for refuge	NULL
4729	καταφημι	to say yes, assent	NULL
4730	καταφημιζω	to spread a report abroad, announce	NULL
4731	καταφθειρω	to destroy	NULL
4732	καταφθῐνυθω		NULL
4733	καταφθιω	to waste away, decay, perish	NULL
4734	καταφιημι	to let slip down	NULL
4735	καταφῐλεω	to kiss tenderly, to caress	NULL
4736	καταφλεγω	to burn down, burn up, consume	NULL
4737	καταφοβεω	to strike with fear	NULL
4738	καταφοιταω	to come down constantly	NULL
4739	καταφονευω	to slaughter	NULL
4740	καταφορεω	to carry down	NULL
4741	κατᾰφραζω	to declare	NULL
4742	καταφρασσω	to cover with mail;	NULL
4743	καταφρονω	to think down upon	NULL
4744	καταφροντιζω	I've thought	NULL
4745	καταφρυγω	to burn to ashes	NULL
4746	καταφυγγανω		NULL
4747	καταφυλλοροεω	to shed the leaves	NULL
4748	καταφῠτευω	to plant	NULL
4749	καταφυω	to be produced	NULL
4750	καταφωρα	to catch in a theft: to catch in the act, detect, discover	NULL
4751	καταφωτιζω	to illuminate, light up	NULL
4752	καταχαιρω	to exult over	NULL
4753	καταχᾰλαζαω	to shower down like hail upon	NULL
4754	καταχαλκοω	to cover with brass	NULL
4755	καταχεζω	to befoul	NULL
4756	καταχειροτονεω	to vote against, to vote in condemnation of	NULL
4757	καταχεω	to pour down upon, pour over	NULL
4758	καταχηρευω	to pass in widowhood	NULL
4759	καταχορδευω	to mince up as for a sausage	NULL
4760	καταχορηγεω	to lavish as	NULL
4761	καταχραινω	to besprinkle	NULL
4762	καταχριω	sufficed them	NULL
4763	καταχρῡσοω	to cover with gold-leaf, gild	NULL
4764	καταχρωζω	to colour	NULL
4765	καταχωνευω	to melt down	NULL
4766	καταχωννῡμι	to cover with a heap	NULL
4767	καταχωριζω	to set in a place, place in position	NULL
4768	καταψαλλω	to resound with music	NULL
4769	καταψιω	to stroke with the hand, to stroke, caress	NULL
4770	καταψεκαζω	to wet by continual dropping	NULL
4771	καταψευδει	to tell lies against, speak falsely of	NULL
4772	καταψευδομαρτῠρεω	to bear false witness against	NULL
4773	καταψηφιζω	to vote against	NULL
4774	καταψηχω	to rub down, pound in a mortar	NULL
4775	καταψυχω	to cool, chill	NULL
4776	κατεγγυω	to pledge, betroth	NULL
4777	κατεδω	to eat up, devour	NULL
4778	κατειβω	to let flow down, shed	NULL
4779	κατεικαζω	to liken	NULL
4780	κατιλλω	to force into a narrow space, to coop up	NULL
4781	κατειλυω	to cover up	NULL
4782	κατειμι	ibo	NULL
4783	κατειργνυμι		NULL
4784	κατειργω	to drive into, shut in	NULL
4785	κατεισαγω	to betray to one's own loss	NULL
4786	κατελαυνω	to draw down	NULL
4787	κατελεγχω	to convict of falsehood, to belie	NULL
4788	κατελεεω	to have compassion upon	NULL
4789	κατελπιζω	to hope	NULL
4790	κατεμπιπρημι	to burn up	NULL
4791	κατεναιρω	to kill, slay, murder	NULL
4792	κατενᾰριζω	to kill outright	NULL
4793	κατενωπα		NULL
4794	κατεξουσιαζω	to exercise lordship over	NULL
4795	κατεπαγω	to bring	NULL
4796	κατεπαδω	to subdue by charms	NULL
4797	κατεπειγω	to press down, depress	NULL
4798	κατεπιορκεω	to effect by perjury	NULL
4799	κατερεικω	to grind down	NULL
4800	κατερειπω	to throw	NULL
4801	κατερευγω	to belch over	NULL
4802	κατερεφω	to cover over, roof	NULL
4803	κατερω	to speak against, accuse	NULL
4804	κατερητυω	to hold back	NULL
4805	κατερῡκω		NULL
4806	κατερυω	to draw	NULL
4807	κατεσθιω	to eat up, devour	NULL
4808	κατεσθω		NULL
4809	κατευημερεω	to be quite successful, carry one's point	NULL
4810	κατευθυνω	to make	NULL
4811	κατευναζω	to put to bed, lull to sleep	NULL
4812	κατευναω	to put to sleep	NULL
4813	κατευορκεω	to swear solemnly	NULL
4814	κατευστοχεω	to be quite successful	NULL
4815	κατευτρεπιζω	to put in order again	NULL
4816	κατευτῠχεω	to be quite successful, prosper	NULL
4817	κατευφημεω	to applaud, extol	NULL
4818	κατεχω	to hold fast	NULL
4819	κατηγορω	to speak against, to accuse	NULL
4820	κατηλογεω	to make of small account, take no account of, neglect	NULL
4821	κατηπιαω	to assuage, allay	NULL
4822	κατηρεμιζω	to calm, appease	NULL
4823	κατηφεω	to be downcast, to be mute	NULL
4824	κατηφιαω		NULL
4825	κατηχεω	to sound	NULL
4826	κατῐαπτω	to harm, hurt	NULL
4827	κατῑθυνω		NULL
4828	κατῑλυω	to fill with mud	NULL
4829	κατισχναινω	to make to pine	NULL
4830	κατισχυω	to have power over, overpower, prevail against	NULL
4831	κατισχω	to hold back	NULL
4832	κατοικιω	to dwell in as a	NULL
4833	κατοικιζω	to remove to	NULL
4834	κατοικοδομεω	to build upon	NULL
4835	κατοικονομεω	to manage well	NULL
4836	κατοικοφθορεω	to ruin utterly	NULL
4837	κατοικτιρω	to have mercy	NULL
4838	κατοικτιζω	to bewail oneself, utter lamentations	NULL
4839	κατοιμωζω	to bewail, lament	NULL
4840	κατοκνω	to shrink from	NULL
4841	κατολισθανω	to slip	NULL
4842	κατολλυμι	to destroy utterly	NULL
4843	κατολολυζω	to shriek over	NULL
4844	κατομνυμ	to confirm by oath	NULL
4845	κατοπαζω	to follow hard upon	NULL
4846	κατοπτευω	to spy out, reconnoitre	NULL
4847	κατοπτριζω	to shew as in a mirror	NULL
4848	κατοργᾰνιζω	to sound with music through	NULL
4849	κατοργιαζω	to initiate in orgies	NULL
4850	κατορθοω	to set upright, erect	NULL
4851	κατορουω	to rush downwards	NULL
4852	κατορρωδεω	to be dismayed at, dread greatly	NULL
4853	κατορυσσω	to bury in the earth	NULL
4854	κατουλοω	to cicatrise, heal over	NULL
4855	κατουριζω	to bring into port with a fair wind	NULL
4856	κατοψοφᾰγεω	to spend in eating	NULL
4857	κατατᾰνυω		NULL
4858	κατωθεω	to push down	NULL
4859	καυμᾰτιζω	to burn	NULL
4860	καυστηριαζω		NULL
4861	καυτηριαζω	to cauterise, brand	NULL
4862	κᾰχαζω	to laugh aloud	NULL
4863	καχλαζω	to plash	NULL
4864	κεαζω	to split, cleave	NULL
4865	κεδαννῡμι	to break asunder, break up, scatter	NULL
4866	κειρω	to cut	NULL
4867	κειω	to lie down	NULL
4868	κειω	to cleave	NULL
4869	κειω	to cleave	NULL
4870	κελαδω	to sound as rushing water	NULL
4871	κελαδω	sounding, roaring	NULL
4872	κελᾰρυζω	to murmur	NULL
4873	κελευτιαω	continually urging on	NULL
4874	κελευω	to urge	NULL
4875	κελητιζω	to ride	NULL
4876	κελλω	to drive on	NULL
4877	κενεμβᾰτεω	to step on emptiness, step into a hole	NULL
4878	κενολογεω	to talk emptily	NULL
4879	κενοτᾰφεω	to honour with an empty tomb	NULL
4880	κενοω	to empty out, drain	NULL
4881	κεντευω		NULL
4882	κεντεω	to prick, goad, spur on	NULL
4883	κεντριζω	to prick, goad	NULL
4884	κεντρω	to furnish with a sting:—	NULL
4885	κερᾰιζω	to ravage, despoil, plunder	NULL
4886	κεραιω	mix	NULL
4887	κερᾰμευω	to be a potter, work in earthenware	NULL
4888	κεραννυω	to mix, mingle	NULL
4889	κεραυνοβολεω	to hurl the thunderbolt	NULL
4890	κεραυνοω	to strike with thunderbolts	NULL
4891	κερδω	to gain, derive profit	NULL
4892	κερκιζω	to make the web close with the	NULL
4893	κερμᾰτιζω	to cut small, mince, chop up	NULL
4894	κεροτῠπεω	to butt with the horns	NULL
4895	κερουτιαω	to toss the horns	NULL
4896	κερτομεω	to taunt	NULL
4897	κευθανω		NULL
4898	κευθω	to cover quite up, to cover, hide	NULL
4899	κεφαλαιοω	to bring under heads, sum up, state summarily	NULL
4900	κηδευω	to take charge of, attend to, tend	NULL
4901	κηδω	to trouble, distress, vex	NULL
4902	κηκῐω	to gush	NULL
4903	κηλεω	to charm, bewitch, enchant, beguile, fascinate	NULL
4904	κηλῑδοω	to stain, sully, soil	NULL
4905	κημοω	to muzzle	NULL
4906	κηπευω	to rear in a garden	NULL
4907	κηραινω	to be sick at heart, to be disquieted, anxious	NULL
4908	κηρω	to form for oneself of wax	NULL
4909	κηροχῠτεω	to make waxen cells	NULL
4910	κηρυκευω	to be a herald	NULL
4911	κηρῡττω	to be a herald, officiate as herald	NULL
4912	κιβδηλευω	to adulterate	NULL
4913	κιγκλιζω	to wag the tail	NULL
4914	κῐθᾰριζω	to play the cithara	NULL
4915	κῐθᾰρωδεω	to sing to the cithara	NULL
4916	κικλησκω	to call, summon	NULL
4917	κῐναβρα	to smell like a goat	NULL
4918	κινδῡνευω	to be daring, to make a venture, take the risk, do a daring thing	NULL
4919	κῑνω	to set in motion, to move	NULL
4920	κιρκοω	to hoop round, secure with rings	NULL
4921	κιρνα	to mix	NULL
4922	κισσᾰ	to crave for strange food	NULL
4923	κισσοφορεω	to be decked with ivy	NULL
4924	κισσοω	to wreathe with ivy	NULL
4925	κῐχανω	to reach, hit	NULL
4926	κιχλιζω	to chirp like a thrush	NULL
4927	κιω	to go	NULL
4928	κλαγγανω	to give tongue	NULL
4929	κλᾰζω	to make a sharp piercing sound	NULL
4930	κλᾱω	to weep, lament, wail	NULL
4931	κλασταζω	to dress vines	NULL
4932	κλαυθμῠριζω	to make to weep	NULL
4933	κλαυσιαω	to wish to weep	NULL
4934	κλαω	to break, break off	NULL
4935	κληδουχεω	to have charge of the keys	NULL
4936	κληω	to shut, close, bar	NULL
4937	κλειω	to celebrate	NULL
4938	κλεπτω	to steal, filch, purloin	NULL
4939	κλεω	to tell of, celebrate	NULL
4940	κληζω	to make famous, to celebrate in song, laud	NULL
4941	κληζω	to shut	NULL
4942	κληρονομω	to receive a share of an inheritance, to inherit a portion	NULL
4943	κληρουχεω	to obtain by allotment, to have allotted to one	NULL
4944	κληροω	to appoint	NULL
4945	κλητευω	to summon into court	NULL
4946	κλῑνω	to make to bend, slope	NULL
4947	κλονεω	to drive in confusion, drive before one	NULL
4948	κλοτοπευω	to deal subtly, to spin out time by false pretences	NULL
4949	κλυζω	to dash over	NULL
4950	κλυω	to hear	NULL
4951	κλωζω	to croak	NULL
4952	κλωθω	to twist by spinning, spin	NULL
4953	κλωπευω	to steal	NULL
4954	κλωσσω	to cluck	NULL
4955	κναμπτω		NULL
4956	κναπτω	to card	NULL
4957	κνᾰφευω	to clean cloth	NULL
4958	κνω	to scrape	NULL
4959	κνεφαζω	to cloud over, obscure	NULL
4960	κνηθω	to scratch, tickle	NULL
4961	κνησιαω	to wish to scratch, to feel an itching, to itch	NULL
4962	κνιζω	to scrape	NULL
4963	κνισα	to fill with the steam	NULL
4964	κνισω	to reduce to vapour	NULL
4965	κνυζω	to whine, whimper	NULL
4966	κνυζω	to disfigure	NULL
4967	κνωσσω	to slumber, sleep	NULL
4968	κοω	to mark, perceive, hear	NULL
4969	κοιζω	to cry	NULL
4970	κοιλαινω	to make hollow, scoop out	NULL
