	FPP	English	Sentiment
6101	κῡδηεις	glorious	NULL
6102	κυδῐμος		NULL
6103	κυδιστ	most glorious, most honoured, noblest	NULL
6104	κυδιον	nobler	NULL
6105	κυδνος		NULL
6106	κυδρω	glorious, illustrious, noble	NULL
6107	κῠδωνιος	Cydonian	NULL
6108	κυζῐκηνος	of	NULL
6109	κυηρος	pregnant	NULL
6110	κυθηριω	Cytherean	NULL
6111	κῠκησιτεφρος	mixed with ashes	NULL
6112	κυκλικος	circular	NULL
6113	κυκλιω	round, circular	NULL
6114	κυκλοδιωκτος	driven in a circle	NULL
6115	κυκλοεις		NULL
6116	κυκλοτερη	made round by turning	NULL
6117	κυκλωπειος	Cyclopean	NULL
6118	κυκλωπιος		NULL
6119	κυκλωτω	rounded, round	NULL
6120	κυκνειος	of a swan	NULL
6121	κυκνομορφος	swan-shaped	NULL
6122	κυκνοπτερος	swan-plumed	NULL
6123	κυλληνιος	Cyllene, a mountain in Arcadia	NULL
6124	κυλλος	crooked, crippled	NULL
6125	κῡμᾰτοᾱγης	breaking like waves	NULL
6126	κῡμᾰτωδης	on which the waves break	NULL
6127	κυμβᾰχος	head-foremost	NULL
6128	κῠμῑνοπριστοκαρδᾰμογλυφος	a cummin-splitting-cress-scraper	NULL
6129	κῡμοδεγμων	meeting the waves	NULL
6130	κυνειω	of, belonging to a dog	NULL
6131	κῠνεω	shameless, unabashed	NULL
6132	κυνηγετικω	of	NULL
6133	κυνθιος	Cynthus	NULL
6134	κῠνικος	dog-like	NULL
6135	κῠνοδους	a canine tooth	NULL
6136	κῠνοθαρσης	impudent as a dog	NULL
6137	κῠνοκεφᾰλος	dog-headed;	NULL
6138	κῠνοκλοπος	dog-stealing	NULL
6139	κῠνοπροσωπος	dog-faced	NULL
6140	κῠνοσπαρακτος	torn by dogs	NULL
6141	κῠνοφρων	dog-minded, shameless	NULL
6142	κυντατ	more dog-like	NULL
6143	κυπαρισσινω	of cypress-wood	NULL
6144	κῠπελλομαχος	at which they fight with cups	NULL
6145	κῠπελλοφορος	carrying cups	NULL
6146	κυπριδιος	like Cypris	NULL
6147	κυπριω	of Cyprus, Cyprian	NULL
6148	κυπρογενης	Cyprus-born	NULL
6149	κυρειω	of Cyrus	NULL
6150	κυριακω	of	NULL
6151	κῡριος	having power	NULL
6152	κῡριος	a lord, master	NULL
6153	κυρτω	curved, arched	NULL
6154	κῡφᾰγωγος	with neck arched and head low	NULL
6155	κῡφᾰλεος		NULL
6156	κυφω	bent forwards, bent, stooping, hump-backed	NULL
6157	κωδωνοκροτος	ringing, jingling	NULL
6158	κωδωνοφᾰλᾰροπωλος	with bells on his horses' trappings	NULL
6159	κωλῡτεος	one must hinder	NULL
6160	κωλῡτικος	preventive	NULL
6161	κωμικω		NULL
6162	κωμωδικος	of comedy, comic	NULL
6163	κωνοφορος	bearing a cone	NULL
6164	κωος	of, from the island Cos, Coan	NULL
6165	κωπηεν	hilted	NULL
6166	κωπηρη	furnished with oars	NULL
6167	κωρυκιος	Corycian	NULL
6168	κωρῠκος	a promontory of Cilicia	NULL
6169	κωτιλε	twittering	NULL
6170	κωφω	blunt, dull, obtuse	NULL
6171	λαβρω	furious, boisterous	NULL
6172	λαβροσῠτος	rushing furiously	NULL
6173	λᾰγᾰρος	slack, hollow, sunken	NULL
6174	λαγῐνος	of the hare	NULL
6175	λαγνος	lascivious, lustful	NULL
6176	λαγω	of the hare	NULL
6177	λᾰθητικος	likely to escape notice	NULL
6178	λᾰθῐκηδης	banishing care	NULL
6179	λᾱθιπονος	forgetful of sorrow	NULL
6180	λᾰθῐφθογγος	robbing of voice	NULL
6181	λαθραι	secret, covert, clandestine, furtive	NULL
6182	λαθριδιος		NULL
6183	λαθριος	treacherously	NULL
6184	λαθροβολος	hitting secretly	NULL
6185	λαιθαργω	biting secretly	NULL
6186	λαιμαργος	very greedy, gluttonous	NULL
6187	λαιμητομος		NULL
6188	λαιμοδᾰκης	throat-biting	NULL
6189	λαιμορυτος	gushing from the throat	NULL
6190	λαιμοτμητ	with the throat severed	NULL
6191	λαιμοτομω	with the throat cut, severed by the throat	NULL
6192	λαιμοτομω	throat-cutting	NULL
6193	λαινεω		NULL
6194	λαινε	of stone	NULL
6195	λαιε	on the left	NULL
6196	λαιψηρω	light, nimble, swift	NULL
6197	λᾱκαταπυγων	very lascivious	NULL
6198	λᾰκιστος	torn	NULL
6199	λακπᾰτητος	trampled on	NULL
6200	λακωνικ	Laconian	NULL
6201	λᾰληθρος	talkative	NULL
6202	λᾰλητεος	to be talked of	NULL
6203	λᾰλητικος	given to babbling	NULL
6204	λᾰλιος		NULL
6205	λᾰλοεις		NULL
6206	λαλω	talkative, babbling, loquacious	NULL
6207	λαμαχ	eager-for-fight	NULL
6208	λαμπᾰδουχος	torch-carrying, bright-beaming	NULL
6209	λαμπουρε	firetail	NULL
6210	λαμπρ	bright, brilliant, radiant	NULL
6211	λαμπροφωνος	clear-voiced	NULL
6212	λᾰμῠρος	gluttonous, greedy	NULL
6213	λαξευτω	hewn out of the rock	NULL
6214	λᾱοδαμᾱς	man-taming	NULL
6215	λαοδοκω	receiving the people	NULL
6216	λᾱοπᾰθης	suffered by the people	NULL
6217	λᾱοπορος	serving as a passage for the people, man-conveying	NULL
6218	λᾱοσεβης	worshipped by the people	NULL
6219	λαοσσοω	rousing	NULL
6220	λᾱοτινακτος	stirred by a stone	NULL
6221	λᾱοτροφος	nourishing	NULL
6222	λᾱοτυπος	cutting stones	NULL
6223	λᾱοφθορος	ruining the people, destructive	NULL
6224	λᾱοφονος	slaying the people	NULL
6225	λεωφορω	bearing people	NULL
6226	λᾰπαδνος		NULL
6227	λᾰπᾰρος	slack, loose	NULL
6228	λαρινω	fatted, fat	NULL
6229	λᾱρῑσαιος	Larissaean, of	NULL
6230	λαρω	pleasant to the taste, dainty, sweet	NULL
6231	λασιω	hairy, rough, shaggy, woolly	NULL
6232	λᾰσῐοστερνος	hairy-breasted	NULL
6233	λᾱτογενης		NULL
6234	λατριος	of a servant	NULL
6235	λαυριωτικος	of Mt. Lauri_um	NULL
6236	λαφυστιω	gluttonous	NULL
6237	λᾰχᾰνηλογος	gathering vegetables	NULL
6238	λᾰχᾰνοπτερος	vegetable-winged	NULL
6239	λαχε	well-tilled, fertile	NULL
6240	λαχναιος		NULL
6241	λαχνηεν	hairy, shaggy	NULL
6242	λαχνογυιος	with shaggy limbs	NULL
6243	λαχνωδες	downy	NULL
6244	λᾱωδης	popular	NULL
6245	λειμωνι	of a meadow	NULL
6246	λειογενειος	smooth-chinned	NULL
6247	λειοκυμων	having low waves	NULL
6248	λειομῐτος	smoothing the warp	NULL
6249	λειω	smooth, plain, not embroidered	NULL
6250	λειπτεος	one must leave	NULL
6251	λειριοεις	like a lily	NULL
6252	λειριος		NULL
6253	λειστος		NULL
6254	λειστος	of	NULL
6255	λειτουργικος	ministering	NULL
6256	λειψᾰνηλογος	gathering remnants	NULL
6257	λειωδες	smooth;	NULL
6258	λεκτεος	to be said	NULL
6259	λεκτικος	able to speak	NULL
6260	λεκτω	gathered, chosen, picked out	NULL
6261	λεοντεος	of a lion	NULL
6262	λεοντοβοτος	fed on by lions	NULL
6263	λεοντοδιφρος	in chariot drawn by lions	NULL
6264	λεοντοκεφαλω	lion-headed	NULL
6265	λεοντοφονος	lion-killing	NULL
6266	λεοντοφορος	bearing the figure of a lion	NULL
6267	λεοντοφυη	of lion nature	NULL
6268	λεοντοχλαινος	clad in a lion's skin	NULL
6269	λεοντωδες	lion-like	NULL
6270	λεπαιος	rocky, rugged	NULL
6271	λεπαργε	with white coat	NULL
6272	λεπῐδωτος	scaly, covered with scales	NULL
6273	λεπρος	scaly, scabby, rough, leprous	NULL
6274	λεπτᾰκῐνος		NULL
6275	λεπταλεω	fine, delicate	NULL
6276	λεπτεπιλεπτος	thin-upon-thin	NULL
6277	λεπτογεως	of thin, poor soil	NULL
6278	λεπτογραμμος	written small	NULL
6279	λεπτογρᾰφος	written small	NULL
6280	λεπτοδομος	slightly framed, slight	NULL
6281	λεπτολογος	speaking subtly, subtle, quibbling	NULL
6282	λεπτομῐτος	of fine threads	NULL
6283	λεπτ	peeled, husked, threshed out	NULL
6284	λεπτουργες	finely worked	NULL
6285	λεπῡριωδης	consisting of coats	NULL
6286	λερναιος	Lerna	NULL
6287	λεσβιε	Lesbian, of Lesbos	NULL
6288	λευγαλεω	in sad	NULL
6289	λευκανθες	white-blossoming;	NULL
6290	λευκαργῑλος	of	NULL
6291	λευκηρετμος	with white oars	NULL
6292	λευκηρη	white, blanched	NULL
6293	λευκιππω	riding	NULL
6294	λευκοινος	made of	NULL
6295	λευκοκυμων	white with surf	NULL
6296	λευκολοφω	white-crested	NULL
6297	λευκοοπωρος	with white fruit	NULL
6298	λευκοπαρειος	fair-cheeked	NULL
6299	λευκοπηχυς	white-armed	NULL
6300	λευκοπτερε	white-winged	NULL
6301	λευκοπωλω	with white horses	NULL
6302	λευκ	light, bright, brilliant	NULL
6303	λευκοστικτω	grizzled	NULL
6304	λευκοσφῠρος	white-ankled	NULL
6305	λευκοτρῐχος		NULL
6306	λευκοτροφος	white-growing	NULL
6307	λευκοφαη	white-gleaming	NULL
6308	λευκοφορος	white-robed	NULL
6309	λευκοχρους	of white complexion	NULL
6310	λευκωλενε	white-armed	NULL
6311	λευρω	smooth, level, even	NULL
6312	λευσιμω	stoning	NULL
6313	λεχαιω	in bed	NULL
6314	λεχηρη	bed-ridden	NULL
6315	λεχριος	slanting, slantwise, crosswise	NULL
6316	λεχωιος	of	NULL
6317	λεωργος	one who will do anything	NULL
6318	λεωσφετερος	one of their own people, a fellow-citizen	NULL
6319	λεωφορω		NULL
6320	ληθαιω	of	NULL
6321	ληθαργικος	drowsy	NULL
6322	ληθαργος	forgetful	NULL
6323	ληθεδᾰνος	causing forgetfulness	NULL
6324	ληδιω	taken as booty, captive	NULL
6325	ληινομος	dwelling in the country	NULL
6326	ληστου	to be carried off as booty, to be won by force	NULL
6327	ληκυθουργος	making oil-flasks	NULL
6328	λημνιω	Lemnian	NULL
6329	ληνᾰικος	of	NULL
6330	ληναιω	belonging to the wine-press	NULL
6331	ληξιαρχικω	belonging to the	NULL
6332	ληπτεος	to be taken	NULL
6333	ληπτικος	disposed to accept	NULL
6334	ληπτος	to be apprehended	NULL
6335	ληρωδη	frivolous, silly	NULL
6336	λησιμβροτος	taking men unawares, a thief	NULL
6337	ληστικω	inclined to rob, piratical, buccaneering	NULL
6338	ληστοκτονος	slaying robbers	NULL
6339	ληστρικος	piratical	NULL
6340	λητογενης	born of Leto	NULL
6341	λητωος	of	NULL
6342	λιαρω	warm	NULL
6343	λῐβᾰνοχρους	frankincense coloured	NULL
6344	λῐβᾰνωτοφορος	bearing frankincense	NULL
6345	λιβρος	dripping, wet	NULL
6346	λιβυκω	Libyan	NULL
6347	λῐβυρνικος	Liburnian;	NULL
6348	λῐβυστικος	a Libyan	NULL
6349	λῐγῠηχης	clear-sounding	NULL
6350	λῐγῠμολπος	clear-singing	NULL
6351	λῐγῠμῡθος	clear-speaking	NULL
6352	λῐγῠπνοιος		NULL
6353	λῐγῠπτερῠγος	chirping with the wings	NULL
6354	λιγυρω	clear, whistling	NULL
6355	λιγυ	clear, whistling	NULL
6356	λῐγυστικος	a Ligurian	NULL
6357	λῐγυφθογγος	clear-voiced	NULL
6358	λιγυφωνω	clear-voiced, loud-voiced, screaming	NULL
6359	λιθεω	of stone	NULL
6360	λῐθηλογης	built of stones	NULL
6361	λιθινω	of stone	NULL
6362	λῐθοβλητος	stone-throwing, pelting	NULL
6363	λιθοβολε	struck with stones, stoned	NULL
6364	λιθοβολε	throwing stones, pelting with stones	NULL
6365	λῐθοδερκης	petrifying with a glance	NULL
6366	λῐθοδμητος	stone-built	NULL
6367	λῐθοεργος	turning to stone	NULL
6368	λῐθοκολλητος	set with precious stones	NULL
6369	λῐθολευστος	stoned with stones	NULL
6370	λῐθοποιος	turning to stone	NULL
6371	λῐθορρῑνος	with stony skin	NULL
6372	λιθοσπαδη	made by tearing out stones	NULL
6373	λιθοστρωτω	paved with stones	NULL
6374	λῐθουργος	a worker in stone, stone-mason	NULL
6375	λῐθοφορος	carrying stones	NULL
6376	λιθωδη	like stone, stony	NULL
6377	λικμαιος	presiding over winnowing	NULL
6378	λικνοφορος	carrying the sacred	NULL
6379	λιμενοσκοπε	watching the harbour	NULL
6380	λῑμηρος	hungry, causing hunger	NULL
6381	λῑμηρος	furnished with a good harbour	NULL
6382	λιμναιω	of	NULL
6383	λιμνοφῠης	marsh-born	NULL
6384	λιμνοχᾰρης	grace of the marsh	NULL
6385	λιμνωδη	like a marsh, marshy	NULL
6386	λινω	of flax, flaxen, linen	NULL
6387	λινοδεσμω		NULL
6388	λῐνοδετος	bound with flaxen cords	NULL
6389	λῐνοκλωστος	spinning flax	NULL
6390	λῐνοκροκος	flax-woven	NULL
6391	λῐνοπεπλος	with linen robe	NULL
6392	λῐνοπορος	sail-wafting	NULL
6393	λινοπτερ	sail-winged	NULL
6394	λῐνοφθορος	linen-wasting	NULL
6395	λῐπᾰραιος	of Lipara	NULL
6396	λιπαρ	persisting	NULL
6397	λιπαρητεος	one must be importunate	NULL
6398	λῐπᾰροζωνος	bright-girdled	NULL
6399	λῐπᾰροθρονος	bright-throned	NULL
6400	λῐπᾰροκρηδεμνος	with bright head-band	NULL
6401	λῐπᾰροπλοκᾰμος	with glossy locks	NULL
6402	λιπαρ	oily, shiny with oil	NULL
6403	λιπαροχροε	with shining skin	NULL
6404	λῐπαυγης	deserted by light, blind	NULL
6405	λῐπερνης	desolate, forlorn, homeless, outcast	NULL
6406	λῐπογᾰμος	having abandoned her marriage ties	NULL
6407	λῐπογυιος	wanting a limb, maimed	NULL
6408	λιπονεως		NULL
6409	λῐποπνους	left by breath, breathless, dead	NULL
6410	λῐποσαρκης	wanting flesh	NULL
6411	λῐποστεφᾰνος	falling from the wreath	NULL
6412	λῐποτρῐχης	having lost one's hair	NULL
6413	ERROR: Nothing found with those parameters	smooth	NULL
6414	λισπος	smooth, polished	NULL
6415	λισσω	smooth	NULL
6416	λιστ	to be moved by prayer	NULL
6417	λιταν	praying, suppliant	NULL
6418	λῐταργος	running quick.	NULL
6419	λῑτοβῐος	living plainly	NULL
6420	λιθ	suppliant, supplicatory	NULL
6421	λιθ	smooth, plain	NULL
6422	λιτραιος	weighing	NULL
6423	λῐχᾰνος	the fore-finger	NULL
6424	λιχνοβορος	nice in eating, dainty	NULL
6425	λιχνω	dainty, lickerish, greedy	NULL
6426	λογιμω	worth mention, notable, remarkable, famous	NULL
6427	λογι	versed in tales	NULL
6428	λογιστεος	one must calculate	NULL
6429	λογιστικω	skilled	NULL
6430	λογογρᾰφικος	of	NULL
6431	λογομαχος	warring about words.	NULL
6432	λογοποιικος	of	NULL
6433	λογχηρης	armed with a spear	NULL
6434	λογχῐμος	of a spear	NULL
6435	λογχοποιος	making spears	NULL
6436	λογχοφορος	spear-bearing	NULL
6437	λογχωτος	lance-headed	NULL
6438	λοιγι	pestilent, deadly, fatal	NULL
6439	λοιδορω	railing, abusive	NULL
6440	λοιμωδη	like plague, pestilential	NULL
6441	λοιπ	remaining, the rest	NULL
6442	λοισθηι	for the last	NULL
6443	λοισθι	last	NULL
6444	λοισθος	left behind, last	NULL
6445	λοκρος	Locrian	NULL
6446	λοξω	slanting, crosswise, aslant	NULL
6447	λουτροδαικτος	slain in the bath	NULL
6448	λουτροφορος	bringing water for bathing	NULL
6449	λοετροχοω	pouring water into the bath, the slave who did this	NULL
6450	λοφηφορος	crested	NULL
6451	λοχαιος	clandestine	NULL
6452	λοχειος	the place of childbirth	NULL
6453	λοχιος	of	NULL
6454	λοχμαιος	of the coppice	NULL
6455	λοχμιος		NULL
6456	λοχμωδη	overgrown with bushes	NULL
6457	λυγαιω	shadowy, murky, gloomy	NULL
6458	λυγδινεος		NULL
6459	λυγδῐνος	of white marble	NULL
6460	λυγκειος	lynx-like	NULL
6461	λῠγοτευχης	made of withes	NULL
6462	λυγρ	sore, baneful, mournful	NULL
6463	λυδι	of Lydia, Lydian	NULL
